item,detection recall %,relevant,relevant retrieved
ROW_8357_007620_007740.rttm,85.29,37.93,32.35
ROW_8357_012660_012780.rttm,65.85,57.25,37.70
ROW_8357_019560_019680.rttm,99.85,54.22,54.14
ROW_8357_020220_020340.rttm,100.00,73.95,73.95
ROW_8357_021540_021660.rttm,92.02,49.12,45.20
ROW_8357_027960_028080.rttm,63.52,16.64,10.57
ROW_8357_030300_030420.rttm,67.48,29.27,19.75
ROW_8357_041400_041520.rttm,93.82,79.79,74.86
ROW_8357_042720_042840.rttm,47.28,51.27,24.24
ROW_8357_053160_053280.rttm,100.00,0.00,0.00
ROW_8357_053280_053400.rttm,100.00,0.00,0.00
ROW_8357_055860_055980.rttm,100.00,0.00,0.00
ROW_8357_057000_057120.rttm,100.00,0.00,0.00
ROW_9408_003780_003900.rttm,72.71,46.91,34.11
ROW_9408_004800_004920.rttm,73.05,51.73,37.79
ROW_9408_008820_008940.rttm,77.90,40.90,31.86
ROW_9408_014880_015000.rttm,42.73,56.28,24.05
ROW_9408_018540_018660.rttm,100.00,0.00,0.00
ROW_9408_019380_019500.rttm,34.11,12.49,4.26
ROW_9408_026100_026220.rttm,41.09,2.02,0.83
ROW_9408_033360_033480.rttm,88.08,61.35,54.04
ROW_9408_035580_035700.rttm,0.00,13.67,0.00
ROW_9408_036300_036420.rttm,100.00,0.00,0.00
ROW_9408_037500_037620.rttm,100.00,0.00,0.00
ROW_9408_039540_039660.rttm,100.00,0.00,0.00
ROW_9408_042120_042240.rttm,100.00,0.00,0.00
ROW_9408_043080_043200.rttm,100.00,0.00,0.00
ROW_9408_046140_046260.rttm,100.00,0.00,0.00
ROW_9492_003780_003900.rttm,84.31,56.33,47.49
ROW_9492_004560_004680.rttm,91.48,69.96,64.00
ROW_9492_006180_006300.rttm,81.00,61.11,49.50
ROW_9492_007020_007140.rttm,68.69,8.88,6.10
ROW_9492_007380_007500.rttm,15.32,14.16,2.17
ROW_9492_011100_011220.rttm,68.33,41.56,28.40
ROW_9492_011340_011460.rttm,76.21,81.43,62.06
ROW_9492_015240_015360.rttm,50.84,33.52,17.04
ROW_9492_026220_026340.rttm,100.00,6.38,6.38
ROW_9492_027960_028080.rttm,87.59,32.07,28.09
ROW_9492_037200_037320.rttm,96.78,3.11,3.01
ROW_9492_044280_044400.rttm,100.00,0.00,0.00
ROW_9492_046020_046140.rttm,100.00,0.00,0.00
ROW_9492_047820_047940.rttm,100.00,0.00,0.00
ROW_9492_048180_048300.rttm,68.17,10.21,6.96
ROW_9801_002100_002220.rttm,86.20,72.63,62.61
ROW_9801_007440_007560.rttm,100.00,0.00,0.00
ROW_9801_008820_008940.rttm,95.26,67.35,64.16
ROW_9801_011340_011460.rttm,99.08,108.03,107.04
ROW_9801_012840_012960.rttm,97.59,108.37,105.76
ROW_9801_014760_014880.rttm,16.88,49.65,8.38
ROW_9801_019260_019380.rttm,95.72,92.72,88.75
ROW_9801_021720_021840.rttm,92.46,15.25,14.10
ROW_9801_026580_026700.rttm,100.00,0.00,0.00
ROW_9801_028740_028860.rttm,68.26,93.90,64.10
ROW_9801_035400_035520.rttm,78.50,85.72,67.29
ROW_9801_036900_037020.rttm,99.31,58.28,57.88
ROW_9801_043620_043740.rttm,96.98,67.22,65.19
ROW_9801_055020_055140.rttm,100.00,0.00,0.00
ROW_9801_056040_056160.rttm,100.00,0.00,0.00
SOD_1499_006120_006240.rttm,66.66,63.44,42.29
SOD_1499_007500_007620.rttm,80.61,59.47,47.94
SOD_1499_008580_008700.rttm,82.55,34.79,28.72
SOD_1499_010980_011100.rttm,89.91,100.55,90.40
SOD_1499_012720_012840.rttm,94.83,51.62,48.95
SOD_1499_015420_015540.rttm,63.50,2.00,1.27
SOD_1499_016260_016380.rttm,100.00,0.14,0.14
SOD_1499_017340_017460.rttm,79.84,51.04,40.75
SOD_1499_017820_017940.rttm,80.13,46.14,36.97
SOD_1499_020040_020160.rttm,4.37,30.89,1.35
SOD_1499_021660_021780.rttm,79.65,73.07,58.20
SOD_1499_023040_023160.rttm,99.30,68.43,67.95
SOD_1499_024300_024420.rttm,93.49,70.77,66.16
SOD_1499_025740_025860.rttm,92.38,92.03,85.02
SOD_1499_027540_027660.rttm,79.72,62.62,49.92
SOD_3542_003120_003240.rttm,75.85,88.44,67.08
SOD_3542_003900_004020.rttm,58.39,36.63,21.39
SOD_3542_004920_005040.rttm,85.76,86.81,74.45
SOD_3542_005220_005340.rttm,71.36,78.45,55.98
SOD_3542_006060_006180.rttm,69.76,78.74,54.93
SOD_3542_006360_006480.rttm,98.60,103.50,102.05
SOD_3542_010080_010200.rttm,4.86,88.07,4.28
SOD_3542_010500_010620.rttm,38.33,77.44,29.68
SOD_3542_011580_011700.rttm,51.17,95.96,49.10
SOD_3542_015540_015660.rttm,49.19,102.60,50.47
SOD_3542_017220_017340.rttm,58.34,27.03,15.77
SOD_3542_018180_018300.rttm,93.39,76.68,71.61
SOD_3542_019020_019140.rttm,84.33,18.63,15.71
SOD_3542_020700_020820.rttm,38.84,41.94,16.29
SOD_3542_021480_021600.rttm,0.00,5.73,0.00
SOD_3634_004260_004380.rttm,100.00,1.55,1.55
SOD_3634_004860_004980.rttm,72.15,51.74,37.33
SOD_3634_007260_007380.rttm,100.00,0.00,0.00
SOD_3634_010860_010980.rttm,87.11,16.45,14.33
SOD_3634_017520_017640.rttm,89.73,95.40,85.60
SOD_3634_022140_022260.rttm,100.00,0.00,0.00
SOD_3634_022620_022740.rttm,100.00,0.00,0.00
SOD_3634_023040_023160.rttm,100.00,0.00,0.00
SOD_3634_023940_024060.rttm,100.00,0.00,0.00
SOD_3634_024540_024660.rttm,100.00,0.00,0.00
SOD_3634_025320_025440.rttm,100.00,0.00,0.00
SOD_3634_026100_026220.rttm,100.00,0.00,0.00
SOD_3634_028140_028260.rttm,100.00,0.00,0.00
SOD_3634_033000_033120.rttm,98.82,21.22,20.97
SOD_3634_036120_036240.rttm,84.13,16.45,13.84
SOD_4483_002100_002220.rttm,81.54,32.61,26.59
SOD_4483_002700_002820.rttm,89.61,53.91,48.31
SOD_4483_003120_003240.rttm,39.55,28.60,11.31
SOD_4483_003420_003540.rttm,80.79,9.84,7.95
SOD_4483_003780_003900.rttm,100.00,0.00,0.00
SOD_4483_004200_004320.rttm,19.09,10.74,2.05
SOD_4483_004560_004680.rttm,66.22,17.17,11.37
SOD_4483_004860_004980.rttm,47.85,18.81,9.00
SOD_4483_004980_005100.rttm,74.91,13.31,9.97
SOD_4483_005280_005400.rttm,82.74,31.75,26.27
SOD_4483_005460_005580.rttm,82.28,21.16,17.41
SOD_4483_005760_005880.rttm,66.49,65.98,43.87
SOD_4483_006120_006240.rttm,84.51,45.83,38.73
SOD_4483_006240_006360.rttm,96.23,71.10,68.42
SOD_4483_006600_006720.rttm,51.65,45.21,23.35
SOD_4736_004440_004560.rttm,100.00,0.00,0.00
SOD_4736_005760_005880.rttm,100.00,0.00,0.00
SOD_4736_008940_009060.rttm,100.00,0.00,0.00
SOD_4736_009720_009840.rttm,100.00,0.00,0.00
SOD_4736_011220_011340.rttm,100.00,0.00,0.00
SOD_4736_013800_013920.rttm,10.69,23.76,2.54
SOD_4736_016920_017040.rttm,0.00,0.71,0.00
SOD_4736_018360_018480.rttm,100.00,0.00,0.00
SOD_4736_018780_018900.rttm,100.00,1.32,1.32
SOD_4736_020280_020400.rttm,100.00,0.00,0.00
SOD_4736_023580_023700.rttm,100.00,0.00,0.00
SOD_4736_025740_025860.rttm,100.00,0.00,0.00
SOD_4736_026460_026580.rttm,100.00,0.00,0.00
SOD_4736_029520_029640.rttm,100.00,0.00,0.00
SOD_4736_033120_033240.rttm,100.00,0.00,0.00
SOD_8445_006660_006780.rttm,97.35,1.13,1.10
SOD_8445_011700_011820.rttm,77.06,50.62,39.01
SOD_8445_012900_013020.rttm,97.05,64.10,62.21
SOD_8445_015660_015780.rttm,100.00,0.00,0.00
SOD_8445_017580_017700.rttm,45.28,67.71,30.66
SOD_8445_019980_020100.rttm,100.00,45.78,45.78
SOD_8445_021960_022080.rttm,69.27,81.06,56.15
SOD_8445_023880_024000.rttm,51.54,11.02,5.68
SOD_8445_027600_027720.rttm,68.71,46.82,32.17
SOD_8445_029040_029160.rttm,83.89,48.85,40.98
SOD_8445_038220_038340.rttm,97.36,35.54,34.60
SOD_8445_039000_039120.rttm,97.89,21.82,21.36
SOD_8445_044340_044460.rttm,98.92,91.03,90.05
SOD_8445_048120_048240.rttm,68.11,29.85,20.33
SOD_8445_049380_049500.rttm,71.18,33.34,23.73
SOD_8924_002400_002520.rttm,93.42,41.35,38.63
SOD_8924_006360_006480.rttm,97.97,50.13,49.11
SOD_8924_007140_007260.rttm,83.56,72.14,60.28
SOD_8924_012780_012900.rttm,0.00,23.72,0.00
SOD_8924_013560_013680.rttm,100.00,0.00,0.00
SOD_8924_014820_014940.rttm,0.00,31.85,0.00
SOD_8924_015720_015840.rttm,100.00,0.00,0.00
SOD_8924_017160_017280.rttm,69.43,86.20,59.85
SOD_8924_017340_017460.rttm,87.95,78.41,68.96
SOD_8924_018240_018360.rttm,84.37,51.49,43.44
SOD_8924_018720_018840.rttm,89.96,17.92,16.12
SOD_8924_019500_019620.rttm,92.34,43.23,39.92
SOD_8924_023400_023520.rttm,78.78,26.16,20.61
SOD_8924_024480_024600.rttm,97.60,30.01,29.29
SOD_8924_028020_028140.rttm,59.51,61.22,36.43
SOD_9527_001980_002100.rttm,95.08,49.83,47.38
SOD_9527_003660_003780.rttm,84.10,36.09,30.35
SOD_9527_004800_004920.rttm,91.99,70.51,64.86
SOD_9527_007920_008040.rttm,88.75,36.18,32.11
SOD_9527_008340_008460.rttm,74.78,19.07,14.26
SOD_9527_010320_010440.rttm,100.00,0.00,0.00
SOD_9527_012060_012180.rttm,100.00,0.00,0.00
SOD_9527_013920_014040.rttm,100.00,0.00,0.00
SOD_9527_020460_020580.rttm,75.45,40.53,30.58
SOD_9527_025620_025740.rttm,77.42,21.88,16.94
SOD_9527_027240_027360.rttm,77.57,25.15,19.51
SOD_9527_032760_032880.rttm,66.45,27.39,18.20
SOD_9527_042300_042420.rttm,70.09,10.53,7.38
SOD_9527_048900_049020.rttm,100.00,0.00,0.00
SOD_9527_049500_049620.rttm,100.00,0.00,0.00
SOD_9854_003120_003240.rttm,87.93,26.42,23.23
SOD_9854_007380_007500.rttm,67.06,25.17,16.88
SOD_9854_010740_010860.rttm,28.13,23.71,6.67
SOD_9854_011460_011580.rttm,83.09,58.83,48.88
SOD_9854_012060_012180.rttm,77.33,44.15,34.14
SOD_9854_013260_013380.rttm,78.01,50.15,39.12
SOD_9854_015780_015900.rttm,62.39,25.90,16.16
SOD_9854_019380_019500.rttm,10.98,32.25,3.54
SOD_9854_020880_021000.rttm,33.88,50.71,17.18
SOD_9854_021900_022020.rttm,0.00,29.81,0.00
SOD_9854_024300_024420.rttm,100.00,0.00,0.00
SOD_9854_027480_027600.rttm,100.00,0.00,0.00
SOD_9854_028320_028440.rttm,0.00,3.44,0.00
SOD_9854_030060_030180.rttm,27.64,62.91,17.39
SOD_9854_032340_032460.rttm,66.53,41.68,27.73
SOD_9858_002580_002700.rttm,97.39,18.76,18.27
SOD_9858_003360_003480.rttm,100.00,0.00,0.00
SOD_9858_004740_004860.rttm,73.23,13.56,9.93
SOD_9858_008520_008640.rttm,100.00,0.00,0.00
SOD_9858_009600_009720.rttm,53.98,1.76,0.95
SOD_9858_011520_011640.rttm,100.00,0.00,0.00
SOD_9858_012660_012780.rttm,100.00,0.00,0.00
SOD_9858_012960_013080.rttm,100.00,0.00,0.00
SOD_9858_013800_013920.rttm,100.00,0.00,0.00
SOD_9858_015660_015780.rttm,100.00,0.00,0.00
SOD_9858_017040_017160.rttm,93.11,63.12,58.77
SOD_9858_018240_018360.rttm,60.09,59.29,35.63
SOD_9858_021360_021480.rttm,83.08,11.23,9.33
SOD_9858_022020_022140.rttm,35.64,54.57,19.45
SOD_9858_023100_023220.rttm,21.25,55.40,11.77
WAR_1130_002640_002760.rttm,84.17,77.14,64.93
WAR_1130_003000_003120.rttm,81.38,98.43,80.10
WAR_1130_004380_004500.rttm,92.67,24.14,22.37
WAR_1130_007080_007200.rttm,63.99,68.01,43.52
WAR_1130_009120_009240.rttm,84.66,48.50,41.06
WAR_1130_011220_011340.rttm,36.90,27.45,10.13
WAR_1130_013260_013380.rttm,89.06,94.33,84.01
WAR_1130_021960_022080.rttm,100.00,36.79,36.79
WAR_1130_022980_023100.rttm,100.00,9.12,9.12
WAR_1130_023580_023700.rttm,70.33,54.84,38.57
WAR_1130_026400_026520.rttm,100.00,42.92,42.92
WAR_1130_027660_027780.rttm,76.19,71.60,54.55
WAR_1130_037140_037260.rttm,90.93,62.41,56.75
WAR_1130_039420_039540.rttm,4.89,11.04,0.54
WAR_1130_040080_040200.rttm,0.00,8.22,0.00
WAR_2535_004380_004500.rttm,73.06,33.22,24.27
WAR_2535_006840_006960.rttm,100.00,0.00,0.00
WAR_2535_009720_009840.rttm,68.28,85.58,58.43
WAR_2535_010920_011040.rttm,41.49,46.11,19.13
WAR_2535_012600_012720.rttm,73.04,87.70,64.06
WAR_2535_013320_013440.rttm,58.70,51.99,30.52
WAR_2535_014940_015060.rttm,64.17,16.72,10.73
WAR_2535_018660_018780.rttm,100.00,0.00,0.00
WAR_2535_025740_025860.rttm,59.61,61.63,36.74
WAR_2535_032640_032760.rttm,84.89,87.96,74.67
WAR_2535_034500_034620.rttm,96.22,90.39,86.97
WAR_2535_035640_035760.rttm,32.45,58.86,19.10
WAR_2535_036960_037080.rttm,83.90,64.03,53.72
WAR_2535_038400_038520.rttm,81.02,79.15,64.13
WAR_2535_045660_045780.rttm,62.04,12.75,7.91
WAR_3090_010980_011100.rttm,61.16,25.49,15.59
WAR_3090_016320_016440.rttm,68.37,13.50,9.23
WAR_3090_020820_020940.rttm,55.67,10.40,5.79
WAR_3090_021120_021240.rttm,65.90,25.16,16.58
WAR_3090_027060_027180.rttm,76.30,39.07,29.81
WAR_3090_030780_030900.rttm,9.55,10.58,1.01
WAR_3090_031860_031980.rttm,100.00,0.00,0.00
WAR_3090_032340_032460.rttm,100.00,0.00,0.00
WAR_3090_034200_034320.rttm,100.00,0.00,0.00
WAR_3090_037080_037200.rttm,75.83,15.06,11.42
WAR_3090_043920_044040.rttm,94.62,55.40,52.42
WAR_3090_046980_047100.rttm,87.50,52.98,46.36
WAR_3090_047700_047820.rttm,87.06,52.93,46.08
WAR_3090_048720_048840.rttm,84.26,49.23,41.48
WAR_3090_055920_056040.rttm,93.38,80.36,75.04
WAR_3528_003060_003180.rttm,87.18,42.66,37.19
WAR_3528_006600_006720.rttm,97.55,62.15,60.63
WAR_3528_007680_007800.rttm,93.53,13.30,12.44
WAR_3528_012000_012120.rttm,100.00,0.00,0.00
WAR_3528_015360_015480.rttm,100.00,0.00,0.00
WAR_3528_018480_018600.rttm,100.00,0.00,0.00
WAR_3528_023100_023220.rttm,100.00,0.00,0.00
WAR_3528_028920_029040.rttm,60.78,0.51,0.31
WAR_3528_030600_030720.rttm,100.00,0.00,0.00
WAR_3528_045720_045840.rttm,100.00,0.00,0.00
WAR_3528_047940_048060.rttm,100.00,0.00,0.00
WAR_3528_049920_050040.rttm,100.00,0.00,0.00
WAR_3528_050400_050520.rttm,100.00,0.00,0.00
WAR_3528_054960_055080.rttm,100.00,0.00,0.00
WAR_3528_056340_056460.rttm,100.00,0.00,0.00
WAR_4995_002820_002940.rttm,78.79,51.72,40.75
WAR_4995_005100_005220.rttm,38.10,1.89,0.72
WAR_4995_007080_007200.rttm,68.01,47.42,32.25
WAR_4995_007440_007560.rttm,86.35,47.04,40.62
WAR_4995_012660_012780.rttm,55.88,23.05,12.88
WAR_4995_017580_017700.rttm,76.69,17.59,13.49
WAR_4995_019500_019620.rttm,85.71,29.81,25.55
WAR_4995_020340_020460.rttm,62.15,15.80,9.82
WAR_4995_023160_023280.rttm,77.83,19.44,15.13
WAR_4995_026280_026400.rttm,80.50,25.75,20.73
WAR_4995_026700_026820.rttm,97.36,102.71,100.00
WAR_4995_027300_027420.rttm,100.00,0.00,0.00
WAR_4995_029760_029880.rttm,100.00,0.00,0.00
WAR_4995_032760_032880.rttm,100.00,0.00,0.00
WAR_4995_033120_033240.rttm,49.27,4.77,2.35
WAR_5613_007800_007920.rttm,0.00,77.33,0.00
WAR_5613_015240_015360.rttm,86.90,18.25,15.86
WAR_5613_017820_017940.rttm,16.38,72.12,11.81
WAR_5613_020040_020160.rttm,55.92,75.66,42.31
WAR_5613_028560_028680.rttm,76.61,75.97,58.20
WAR_5613_029700_029820.rttm,0.00,12.19,0.00
WAR_5613_030540_030660.rttm,79.94,65.89,52.67
WAR_5613_031980_032100.rttm,100.00,0.00,0.00
WAR_5613_033000_033120.rttm,94.59,55.87,52.85
WAR_5613_034620_034740.rttm,94.29,108.21,102.03
WAR_5613_038820_038940.rttm,61.17,83.77,51.24
WAR_5613_044400_044520.rttm,1.33,85.42,1.14
WAR_5613_053760_053880.rttm,75.08,84.67,63.57
WAR_5613_056520_056640.rttm,100.00,0.00,0.00
WAR_5613_057240_057360.rttm,100.00,0.00,0.00
WAR_5959_003960_004080.rttm,73.87,39.19,28.95
WAR_5959_004920_005040.rttm,6.25,7.52,0.47
WAR_5959_008520_008640.rttm,100.00,0.00,0.00
WAR_5959_012240_012360.rttm,82.61,35.08,28.98
WAR_5959_012840_012960.rttm,82.31,70.38,57.93
WAR_5959_018300_018420.rttm,23.71,43.48,10.31
WAR_5959_021960_022080.rttm,61.12,28.50,17.42
WAR_5959_022920_023040.rttm,0.00,44.84,0.00
WAR_5959_025800_025920.rttm,72.60,54.06,39.25
WAR_5959_037560_037680.rttm,78.37,100.78,78.98
WAR_5959_039300_039420.rttm,100.00,0.00,0.00
WAR_5959_041940_042060.rttm,100.00,0.00,0.00
WAR_5959_042300_042420.rttm,100.00,0.00,0.00
WAR_5959_051900_052020.rttm,100.00,0.00,0.00
WAR_5959_055800_055920.rttm,100.00,0.00,0.00
WAR_9398_003180_003300.rttm,61.24,11.12,6.81
WAR_9398_005100_005220.rttm,89.65,35.83,32.12
WAR_9398_006000_006120.rttm,91.54,43.02,39.38
WAR_9398_007680_007800.rttm,83.05,55.93,46.45
WAR_9398_009300_009420.rttm,92.85,73.85,68.57
WAR_9398_011640_011760.rttm,100.00,0.00,0.00
WAR_9398_012540_012660.rttm,100.00,0.00,0.00
WAR_9398_013500_013620.rttm,100.00,0.00,0.00
WAR_9398_018660_018780.rttm,75.18,105.16,79.06
WAR_9398_019500_019620.rttm,80.42,14.15,11.38
WAR_9398_022920_023040.rttm,75.45,1.10,0.83
WAR_9398_026700_026820.rttm,86.42,7.29,6.30
WAR_9398_027600_027720.rttm,63.71,10.25,6.53
WAR_9398_033780_033900.rttm,87.51,67.19,58.80
WAR_9398_034140_034260.rttm,96.48,74.81,72.18
WAR_9427_004380_004500.rttm,86.12,32.06,27.61
WAR_9427_008940_009060.rttm,100.00,0.00,0.00
WAR_9427_009960_010080.rttm,100.00,0.00,0.00
WAR_9427_017880_018000.rttm,75.91,6.60,5.01
WAR_9427_018240_018360.rttm,98.10,23.11,22.67
WAR_9427_021000_021120.rttm,70.15,3.25,2.28
WAR_9427_022800_022920.rttm,99.68,104.52,104.19
WAR_9427_033300_033420.rttm,97.97,48.25,47.27
WAR_9427_043260_043380.rttm,65.59,19.50,12.79
WAR_9427_045000_045120.rttm,98.91,55.83,55.22
WAR_9427_045960_046080.rttm,97.73,32.19,31.46
WAR_9427_049320_049440.rttm,100.00,0.00,0.00
WAR_9427_053340_053460.rttm,32.20,37.36,12.03
WAR_9427_056040_056160.rttm,92.62,74.54,69.04
WAR_9427_056760_056880.rttm,94.01,45.09,42.39
WAR_9755_004140_004260.rttm,100.00,0.00,0.00
WAR_9755_010980_011100.rttm,81.65,58.54,47.80
WAR_9755_013140_013260.rttm,70.77,19.91,14.09
WAR_9755_014640_014760.rttm,100.00,0.00,0.00
WAR_9755_016680_016800.rttm,100.00,0.00,0.00
WAR_9755_017160_017280.rttm,9.14,14.44,1.32
WAR_9755_019020_019140.rttm,37.40,8.37,3.13
WAR_9755_026520_026640.rttm,100.00,0.00,0.00
WAR_9755_029400_029520.rttm,3.33,8.71,0.29
WAR_9755_031080_031200.rttm,35.77,59.77,21.38
WAR_9755_035280_035400.rttm,43.17,35.42,15.29
WAR_9755_036060_036180.rttm,73.87,54.53,40.28
WAR_9755_036900_037020.rttm,79.38,14.60,11.59
WAR_9755_038340_038460.rttm,70.77,34.62,24.50
WAR_9755_038880_039000.rttm,91.12,22.86,20.83
TOTAL,76.11,22477.85,17108.21
